IDEmpresa;Nombre Comercial;Web;Dirección;C.P.;Localidad;Provincia;HEART OF SPAIN
1260;EMBUTIDOS RODRIGUEZ;www.embutidosrodriguez .es;CARRETERA LEON 420 KM. 2,700;24768;SOTO DE LA VEGA;LEON;
1297;JAMONES ENRIQUE GARCIA;www.jamonesenriquegarcia.com;CALLE CONCORDIA 40;37881;VALDECARROS;SALAMANCA;
1365;MONTEPARRA;www.monteparra.com;CARRETERA CAMPILLO 56;37770;GUIJUELO;SALAMANCA;
1518;MIEL FELYA;www.mielfelya.com;CALLE ALTA 9;34491;ABIA DE LAS TORRES;PALENCIA;
1534;GEPISA;www.gepisa.com;CARRETERA LOGROÑO S/N;42162;GARRAY;SORIA;
1788;HORCAOL;www.horcaol.es;POL. INDUSTRIAL JOSE ANTONIO GONZALEZ CAVIEDES PARC. 106;47410;OLMEDO;VALLADOLID;
2579;PARRA GONZALEZ;www.ibericosparragonzalez.es;CALLE HUERTO REDONDO 24;37770;GUIJUELO;SALAMANCA;
2623;PEPIÑO;www.jamondesalamanca.com;CALLE AMPARO 21;37210;VITIGUDINO;SALAMANCA;
2671;PIMIENTOS BERCIANOS;www.productospiber.com;POL. INDUSTRIAL DEL BIERZO PARC. 66;24560;TORAL DE LOS VADOS;LEON;
2676;PISCIFACTORIA DE CAMPOO;;CALLE EXTRARRADIO S/N;34800;AGUILAR DE CAMPOO;PALENCIA;
2715;JAMONES Y EMBUTIDOS FAUSTINO PRIETO;www.jamonesfaustinoprieto.com/es;CALLE PEDRERA 9;37750;CESPEDOSA DE TORMES;SALAMANCA;
15040;EMBUTIDOS IBERICOS GARCINUÑO;www.ibericosgarcinuno.com;CALLE PARAJE DE LA POVEA S/N;40142;MONTERRUBIO;SEGOVIA;
26118;PEFRAN;www.ibericospefran.com;AVENIDA VALVANERA 33;37740;SANTIBAÑEZ DE BEJAR;SALAMANCA;
26412;EL CARRIZAL DE CAMPOS;www.queseriaslaurus.com;AVENIDA CASTILLA Y LEON S/N;49122;TORRES DEL CARRIZAL;ZAMORA;
33226;DULCES TIPICOS EL BEATO;www.dulcestipicos.es;CALLE SAN JOSE OBRERO 3;42300;BURGO DE OSMA (EL);SORIA;
34819;CESAR NIETO GROUP;www.cesarnieto.com;POL. INDUSTRIAL C/ SIERRA VENTOSA 22;37770;GUIJUELO;SALAMANCA;
35697;BODEGAS PEÑOS MARTIN MARCOS;www.romanoru.com;CALLE SAN JUAN 21;49220;FERMOSELLE;ZAMORA;
39555;CERVEZA 90 VARAS;https://cerveza90varas.com/contactar;CAMINO DE LA SIERRA 8;40591;CEREZO DE ABAJO;SEGOVIA;
94;AVICOLA DE ISCAR;www.aveshidalgo.com;AVENIDA SAN MIGUEL S/N;47420;ISCAR;VALLADOLID;
192;ALMENDRAS SARRALDE;www.sarralde.com;CALLE AVILA 2 NAVE 32;09240;BRIVIESCA;BURGOS;
346;BODEGAS BENITO RODRIGO;www.bodegasbenitorodrigo.es;CARRETERA ARANDA SILOS KM. 14,500;09450;BAÑOS DE VALDEARADOS;BURGOS;
447;BODEGA Y VIÑEDOS DEL LINAJE GARSEA;www.linajegarsea.com;CARRETERA VALLADOLID-SORIA KM. 273;09391;CASTRILLO DE LA VEGA;BURGOS;
508;BODEGAS FRUTOS VILLAR;www.bodegasfrutosvillar.com;CARRETERA BURGOS-PORTUGAL KM. 113,700;47270;CIGALES;VALLADOLID;
912;CILLAR DE SILOS;www.cillardesilos.es;CALLE PARAJE EL SOTO S/N;09370;QUINTANA DEL PIDIO;BURGOS;
1012;BODEGAS PINNA FIDELIS;www.pinnafidelis.com;CARRETERA PESQUERA-ESGUEVILLAS KM. 0,8 (APDO. CORREOS 22);47300;PEÑAFIEL;VALLADOLID;
1036;VINICOLA COMARCAL DE VALDEVIMBRE;www.vinicoval.com;CARRETERA LEON S/N;24230;VALDEVIMBRE;LEON;
1043;LEGUMBRES CORONADO;www.legumbrescoronado.com;POL. INDUSTRIAL LAS CAÑADAS C/ ALDEHUELA 9;05600;BARCO DE AVILA (EL);AVILA;
1120;EMBUTIDOS Y JAMONES CARDIZA;www.carnicasdiaz.com;CARRETERA SALAMANCA KM. 2,5;49190;MORALES DEL VINO;ZAMORA;
1227;EMBUTIDOS Y SALAZONES FERJU;www.ferju.net;CALLE LA IGLESIA 1;24249;POBLADURA DE PELAYO GARCIA;LEON;
1781;QUESOS QUEVEDO;www.queso-quevedo.es;AVENIDA SANTIAGO HIDALGO 36;47200;VALORIA LA BUENA;VALLADOLID;
1797;HORTALIZAS LOS CLAVELES;www.hortalizaslosclaveles.es;CAMINO SANCHONUÑO  S/N;40240;GOMEZSERRACIN;SEGOVIA;
1821;IBERICOS LA ENCINA CHARRA;www.embutidosyjamones.com;CALLE LA IGLESIA 3;37497;GALLEGOS DE ARGAÑAN;SALAMANCA;
1976;JULIAN DEL AGUILA;https://jamonesjuliandelaguila.com;CALLE BAJADA DE LAS PISCINAS S/N;37770;GUIJUELO;SALAMANCA;
2248;CARNES Y EMBUTIDOS EL ARCO;www.embutidoselarco.es;CALLE MARIANO MATEO 19  BAJO;47820;VILLABRAGIMA;VALLADOLID;
2270;EMBUTIDOS MARI PAZ;www.embutidosmaripaz.eu;CARRETERA TAMAYO S/N;09530;OÑA;BURGOS;
2705;GRUPO UVESA;www.uvesa.es;CARRETERA DE RIAZA-TORO KM. 76;40200;CUELLAR;SEGOVIA;
2960;BODEGAS GODELIA;www.godelia.es;CARRETERA ANTIGUA N-VI KM. 403,5;24547;PIEROS;LEON;
3223;VINOS DE ARGANZA;www.vinosdearganza.com;POL. INDUSTRIAL DEL BIERZO PARC. 41 C/ RIO ANCARES 2;24560;TORAL DE LOS VADOS;LEON;
30300;CONFITERIA VELASCO;www.mantecadasvelasco.com;CALLE SANTIAGO 19;24700;ASTORGA;LEON;
30880;CARNICAS ANDRES GOMEZ;;CALLE SIERRA DE GREDOS 9;37770;GUIJUELO;SALAMANCA;
34829;JAMON PRIM;www.dehesadeprim.com;CALLE GUIJUELO S/N;37310;MACOTERA;SALAMANCA;
38435;CERVECERA OCTAVO ARTE;www.octavo-arte.com;CARRETERA VALLADOLID 8;40196;LASTRILLA (LA);SEGOVIA;
38495;MUÑOZ VELASCO, MARIA ESTHER;www.ibericosdevegaseca.com;PLAZA DE SAN ANDRES 9;40200;CUELLAR;SEGOVIA;
40116;CASTILLO DEL BUEN AMOR BODEGA Y VIÑEDOS SL;http://www.buenamor.net/vino;CALLE NACIONAL 630 317;37799;VILLANUEVA DE CAÑEDO;SALAMANCA;
40235;GRANJAS SAN ANTONIO;;PLAZA CONSTITUCIÓN 26;05214;PAJARES DE ADAJA;AVILA;
410;LIBERALIA ENOLOGICA;www.liberalia.es;CAMINO DEL PALO S/N;49800;TORO;ZAMORA;
459;BODEGAS ARROCAL;www.arrocal.com;CAMINO ERAS DE SANTA MARIA S/N;09443;GUMIEL DE MERCADO;BURGOS;
522;BODEGAS ABADIA SAN QUIRCE;www.abadiasanquirce.com;CARRETERA MADRID-IRUN KM. 171;09370;GUMIEL DE IZAN;BURGOS;
561;BODEGAS RESALTE;www.resalte.com;CARRETERA VALLADOLID-SORIA N-122 KM. 312;47314;PADILLA DE DUERO;VALLADOLID;
754;CARNICAS FRANJOVE;www.hermanosmartinsanchez.com;CALLE SIERRA DE BEJAR 36;37770;GUIJUELO;SALAMANCA;
762;CARNICAS IBERICAS MOZARBEZ;www.ibericosmontellano.com;CARRETERA N-630 GIJON-SEVILLA KM. 352,674;37796;MOZARBEZ;SALAMANCA;AUTORIZADO
763;CARNICAS MENCAS E HIJOS;www.mencas.es;CARRETERA  C-519 SALAMANCA-FUENTESAUCO KM. 8;37439;SAN CRISTOBAL DE LA CUESTA;SALAMANCA;
1039;GANADEROS LOS MANJUELOS;www.elmanjuelo.com;PLAZA DE LA IGLESIA 1;37766;ENDRINAL;SALAMANCA;
1101;DEHESA GRANDE;www.dehesagrande.com;CARRETERA DE MORONTA KM. 1,300;37210;VITIGUDINO;SALAMANCA;AUTORIZADO
1533;ACOR;www.acor.es;CARRETERA N-601 KM. 154;47410;OLMEDO;VALLADOLID;
1653;QUESOS CAMPOVEJA;www.quesoscampoveja.com;CALLE DEL PORRO 62;47231;SERRADA;VALLADOLID;
1734;BODEGAS HIJOS DE CRESCENCIO MERINO;www.bodegashcmerino.com;CALLE CORRALES S/N;47280;CORCOS;VALLADOLID;
1786;HOJALDRES ALONSO;www.hojaldresalonso.com;CARRETERA MADRID-CORUÑA KM. 331;24714;PRADORREY;LEON;
1903;JAMONES ESCUREDO;www.jamonesescuredo.com;POL. INDUSTRIAL EL BIERZO C/ RIO CUA 31-33;24560;TORAL DE LOS VADOS;LEON;
2344;MIGUEL Y MARIA;www.miguelymaria.com;CARRETERA TABANERA CL-601 S/N;40291;TABANERA LA LUENGA;SEGOVIA;
2423;VALLES DEL ESLA;www.vallesdelesla.com;POL. INDUSTRIAL HERRERA 1;24812;SAELICES DE SABERO;LEON;
2467;PAGO DE CARRAOVEJAS;www.pagodecarraovejas.com;CAMINO DE CARRAOVEJAS S/N;47300;PEÑAFIEL;VALLADOLID;
2471;PAGOS DEL REY;www.pagosdelrey.com;CARRETERA PALENCIA-ARANDA KM. 53;09311;OLMEDILLO DE ROA;BURGOS;
25424;CASAR DE BURBIA;www.casardeburbia.com;TRAVESIA DE LA CONSTITUCION S/N;24549;CARRACEDELO;LEON;
31020;DIEZ SIGLOS DE VERDEJO;www.diezsiglos.es;CARRETERA VALLADOLID KM. 24,5 POLIGONO 2 PARC. 129;47239;SERRADA;VALLADOLID;
31920;RODRIGUEZ SACRISTAN;;CALLE SANTA CLARA 15;40200;CUELLAR;SEGOVIA;
32503;ACEITEROS DEL AGUEDA;www.arribera.es;CAMINO SAN FELICES S/N;37248;AHIGAL DE LOS ACEITEROS;SALAMANCA;
33440;SALUS;www.hortalizassalus.es;CARRETERA DE HORNILLOS POLIGONO Nº 519 PARC. 29-30;34230;TORQUEMADA;PALENCIA;
33500;FUNDACION ASPAYM CASTILLA Y LEON;www.aspaymcyl.org;CALLE OLMA 1;47329;VILLABAÑEZ;VALLADOLID;
35755;SANCHEZ SANCHEZ, LUIS CARLOS;www.embutidosyjamoneschopo.com;AVENIDA DE LA VILLA 10;05600;BARCO DE AVILA (EL);AVILA;
36753;CARVAJAL ENCINA, PILAR;;CALLE REAL 57;24342;CALZADA DEL COTO;LEON;
37693;APICULTURA DEL RIO;www.riodelamiel.es;POL. INDUSTRIAL EL MONTALVO C/ VERTICAL VI 12;37188;CARBAJOSA DE LA SAGRADA;SALAMANCA;
39275;MORCILLA LESMES;www.morcillasdeburgossanlesmes.com;CALLE MERINDAD DE SOTOSCUEVA S/N;09001;BURGOS;BURGOS;
39315;BODEGAS MAESTE;www.bodegasmaeste.com;CALLE HUESCA 6;09400;ARANDA DE DUERO;BURGOS;
270;QUESOS FELIX;www.quesosfelix.es;CARRETERA VALLADOLID-MEDINA DEL CAMPO KM. 26,5 FINCA 23 POLIG. 7;47231;SERRADA;VALLADOLID;
430;BODEGAS SANTA RUFINA;www.bodegassantarufina.com;POL. INDUSTRIAL 3 PARC. 102 PAGO FUENTE LA TEJA;47290;CUBILLAS DE SANTA MARTA;VALLADOLID;
504;BODEGAS FELIX SANZ;www.bodegasfelixsanz.es;RONDA ARADILLAS  S/N;47490;RUEDA;VALLADOLID;
544;BODEGAS OTERO;www.bodegasotero.es;AVENIDA  EL FERIAL 22;49600;BENAVENTE;ZAMORA;
605;BODEGAS VITULIA;www.bodegasvitulia.com;CALLE SENDIN PARC. 49 POLIG. IND. ALLENDE DUERO 49;09400;ARANDA DE DUERO;BURGOS;
647;BODEGAS Y VIÑEDOS VEGA DE YUSO;www.vegadeyuso.com;CALLE BASILON 9;47350;QUINTANILLA DE ONESIMO;VALLADOLID;
864;CASA DE LA MONTAÑA;www.casadelamontana.net;CALLE LA PUENTE 34;24121;AZADINOS;LEON;
865;CECINAS NIETO;www.cecinasnieto.com;CARRETERA N-VI KM. 329;24714;PRADORREY;LEON;
940;COMARCA DE VALLELADO;www.sccomarcavallelado.com;CALLE PUENTE EL PINO S/N;40214;MATA DE CUELLAR;SEGOVIA;
1038;VINOS DEL BIERZO;www.bodegasguerra.com;AVENIDA CONSTITUCION 106;24540;CACABELOS;LEON;
1301;ENTREPEÑAS;www.embutidosentrepenas.es;CALLE JOSE ALVAREZ GONZALEZ 15;24608;GERAS;LEON;
1477;GANADERA DE LA NAVA;www.camposdenava.es;CALLE PROLONGACION DE LA CAMPANA S/N;34170;CASCON DE LA NAVA;PALENCIA;
1759;PRECOCINADOS EL CAMPO;www.elcampocontigo.com;CAMINO DE PINAREJOS S/N;40297;SANCHONUÑO;SEGOVIA;
1768;CECINAS CABALLERO ROJO;www.cecinascaballerorojo.com;CALLE MORAL 30;34350;VILLARRAMIEL;PALENCIA;
1794;HORNOPAN HERMANOS COOMONTE;;CALLE FRANCOS 21;49700;CORRALES DEL VINO;ZAMORA;
1996;LA DEHESA DE AREVALO;www.ladehesadearevalo.com;CALLE MADRIGAL DE LAS ALTAS TORRES 29 PARC. 1-4;05200;AREVALO;AVILA;
2208;LAS NIEVES;www.mantequerialasnieves.es;CALLE LA RIVA 2;09560;ESPINOSA DE LOS MONTEROS;BURGOS;
2281;MARTIRELO;www.martirelo.es;CARRETERA DE AÑAVIEJA KM. 1,5;42108;AÑAVIEJA;SORIA;
2366;MANTECADOS JOSE MOLPECERES;;CALLE JOSE MONTERO 4;47160;PORTILLO;VALLADOLID;
2399;MUÑOZVAL;www.centralhorticola.com;CARRETERA SERRADA S/N;47240;VALDESTILLAS;VALLADOLID;
2617;PEDRO NIETO;www.pedronieto.com;POL. INDUSTRIAL AGROALIMENTARIO PARC. 57;37770;GUIJUELO;SALAMANCA;
2775;PUENTE ROBLES;https://www.elcatedratico.com;CALLE MORALINA 228;49220;FERMOSELLE;ZAMORA;
2795;QUESERIA MONTEQUESOS;www.queseriamontequesos.com;POL. INDUSTRIAL SAN COSME C/ PANADEROS 15 PARC. 25A;47620;VILLANUBLA;VALLADOLID;
3060;SELECTOS DE CASTILLA;www.selectosdecastilla.com;CALLE RODRIGO FERNANDEZ S/N;34170;VILLAMARTIN DE CAMPOS;PALENCIA;
32040;GONZALEZ MOLINERO, MARIA CRISTINA;www.embutidosperrino.es;CALLE LA MARQUESA 14;05200;AREVALO;AVILA;
33900;OLMOS SERRANO, ENRIQUE;www.gaseosasolmos.es;CARRETERA AGUILAFUENTE 7;40260;FUENTEPELAYO;SEGOVIA;
34120;IDEAL FRUITS;www.idealfruits.es;CARRETERA SEGOVIA 333 KM. 9,67;40442;NARROS DE CUELLAR;SEGOVIA;
35209;NORAY SEAFOOD;www.norayseafood.com;CALLE OLMEDO KM 2,5 CL-602 MARGEN IZQUIERDA;47400;MEDINA DEL CAMPO;VALLADOLID;
37713;GUIJUELO GOURMET;www.gugourmet.com;CALLE AMABLE CRIADO 37;37778;CAMPILLO DE SALVATIERRA;SALAMANCA;
39595;TRASLANZAS BODEGAS Y VIÑEDOS;www.traslanzas.com;CALLE PEÑAFLOR 11;47194;MUCIENTES;VALLADOLID;AUTORIZADO
429;BODEGA SAN ROQUE DE LA ENCINA;https://pinadillo.com/;CALLE SAN ROQUE 73;09391;CASTRILLO DE LA VEGA;BURGOS;
434;TESO LA MONJA;www.sierracantabria.com/tesolamonja;POL. INDUSTRIAL I  PARAJE DE VALDEBUEY PARCELA 1416;49882;VALDEFINJAS;ZAMORA;
586;BODEGAS TORREMORON;https://www.bodegastorremoron.com;CARRETERA DE BOADA S/N;09314;QUINTANAMANVIRGO;BURGOS;
642;BODEGAS TABULA;www.bodegastabula.es;CARRETERA VALBUENA KM. 2;47359;OLIVARES DE DUERO;VALLADOLID;
860;QUESOS CAÑAREJAL;www.canarejal.es;CALLE CARCAVA S/N;47116;POLLOS;VALLADOLID;
994;CONFITERIA SANTA LUCIA;www.confiteriasantalucia.com;CALLE GUTEMBERG 103;37184;VILLARES DE LA REINA;SALAMANCA;
1273;EMBUTIDOS CASA TUBERO;www.virgendelbrezo.es;CALLE VIRGEN DEL MAR S/N;34870;SANTIBAÑEZ DE LA PEÑA;PALENCIA;
1339;FABRICA DE MORCILLAS MIGUEL Y CONCHI;www.morcillasotopalacios.com;CALLE MESON 19;09140;SOTOPALACIOS;BURGOS;
1350;FARRAN DIEZ BODEGAS Y VIÑEDOS;www.bodegasfarran.com;CARRETERA CUBILLAS KM. 1;47290;CUBILLAS DE SANTA MARTA;VALLADOLID;
1663;DEL ABUELO DE VEGA;www.licoresabuelodevega.es;CALLE LOS PRADOS 4;49331;VEGA DE TERA;ZAMORA;
1950;JOSE LUIS ALONSO BENITO;www.joseluisalonsobenito.es;AVENIDA VALVANEDA 2;37740;SANTIBAÑEZ DE BEJAR;SALAMANCA;
2616;EMBUTIDOS GONZALEZ;www.embutidosgonzalez.com;POL. INDUSTRIAL HORMIGONES MARCOS 6;09140;SOTOPALACIOS;BURGOS;
2703;PRADA A TOPE - PALACIO DE CANEDO;www.pradaatope.es;CALLE LA IGLESIA S/N;24546;CANEDO;LEON;
2774;PROTOS;www.bodegasprotos.com;CALLE BODEGAS PROTOS 24-28;47300;PEÑAFIEL;VALLADOLID;
2836;EMBUTIDOS JOSE REDONDO;;CALLE LOS ENRIQUEZ 1;47680;MAYORGA;VALLADOLID;
2885;MORCILLAS LA PRIMI;www.morcillaslaprimi.com;POL. INDUSTRIAL LOS BREZOS C/ LA ENCINA NAVE 1;09139;VILLALBILLA DE BURGOS;BURGOS;
11325;SEBASTIAN CREGO;www.sebastiancrego.com;CALLE LIRIO 20;37770;GUIJUELO;SALAMANCA;
22952;DELICIAS CUELLAR;www.deliciascuellar.com;CALLE LAS PARRAS 1;40200;CUELLAR;SEGOVIA;
32600;BELLOTA UNICO;www.ibericosizquierdo.es;CALLE PARAJE LA BORDONA POLIG. 501 PARC. 21;37893;MARTINAMOR;SALAMANCA;
35076;BODEGA QUINTAFIEL;www.quintafiel.es;CALLE DEL RIO 3;47360;QUINTANILLA DE ARRIBA;VALLADOLID;
35970;TIERRA DULCE;www.chocolateecologico.com;CALLE SOL 23;49150;MORALEJA DEL VINO;ZAMORA;
36991;SAN JAMON;www.sanjamon.com;CALLE MONTERO CALVO 12  3 B;47001;VALLADOLID;VALLADOLID;
37473;SANCHEZ SERRANO, RAUL;www.fabrica-de-patatas-fritas-artesanales-maria.negocio.site;CALLE CARRERA 18;05417;GUISANDO;AVILA;
39915;MALTMAN Y 3CUMBRES CRAFT BEER;https://www.maltmanbrewing.com;POL. INDUSTRIAL LOS LLANOS 38;40400;ESPINAR (EL);SEGOVIA;
39935;TDJ IBERIAN FOOD, S.L.;;CALLE CAMPILLO 1;37770;GUIJUELO;SALAMANCA;
21;ASOCIACION PARA LA PROMOCION DEL COCHINILLO DE SEGOVIA;www.cochinillodesegovia.es;CALLE LOS COCHES 1;40002;SEGOVIA;SEGOVIA;
369;BODEGAS ARRIBES DEL DUERO;www.bodegasarribesdelduero.com;CARRETERA MASUECO S/N;37251;CORPORARIO;SALAMANCA;
417;BODEGAS FAMILIARES MATARROMERA;www.bodegamatarromera.es;CARRETERA RENEDO-PESQUERA S/N;47359;VALBUENA DE DUERO;VALLADOLID;
454;GREAT WINES FROM SPAIN;www.bodegasaltapavina.com;CAMINO SANTIBAÑEZ S/N;47328;PARRILLA (LA);VALLADOLID;
580;RUBEN RAMOS;www.vinosrubenramos.com;POL. INDUSTRIAL 3 PARCELA 5041;47300;PEÑAFIEL;VALLADOLID;
636;VINOS DE RAUDA;www.vinosderauda.com;CARRETERA DE PEDROSA S/N;09300;ROA;BURGOS;
955;COFRUBI;www.cofrubi.com;CARRETERA N-VI KM. 398,6;24549;CARRACEDELO;LEON;
1540;QUESERIA LA ANTIGUA DE FUENTESAUCO;www.queserialaantigua.com;CARRETERA  SALAMANCA-MEDINA DE RIOSECO KM. 32;49400;FUENTESAUCO;ZAMORA;
1596;GRANDES BODEGAS;www.marquesdevelilla.com;CARRETERA DE SOTILLO DE LA RIBERA S/N;09311;HORRA (LA);BURGOS;
1857;INDUSTRIAS CARNICAS VILLAR;www.icvillar.es;CARRETERA MADRID KM. 221;42191;RABANOS (LOS);SORIA;
2055;LECHE GAZA;www.lechegaza.com;POL. INDUSTRIAL EL PINAR 10;49530;CORESES;ZAMORA;
2730;PRODUCTOS AGRARIOS POLIFER;www.productosdeleon.org/productos-agrarios-polifer;CARRETERA DE MADRID-LA CORUÑA KM. 302,4;24750;BAÑEZA (LA);LEON;
2904;ROSQUILLAS LEDESMINAS;www.rosquillasledesminas.es;CALLE POLICARPO CUEVAS TRILLA 5  BAJO;37100;LEDESMA;SALAMANCA;
2922;QUESOS MONTES BRAVOS;www.montesbravos.es;CAMINO DE RINCONADA S/N;05149;SOLANA DE RIOALMAR;AVILA;
2925;EL ROBLEDAL;www.mielrobledal.es/;CALLE EL JARDIN S/N;24170;ALMANZA;LEON;
3258;MEORIGA BODEGAS & VIÑEDOS;www.meoriga.com;CARRETERA ALBERITE S/N;47680;MAYORGA;VALLADOLID;
32340;FINCA LAS CARABALLAS;www.lascaraballas.com;CAMINO DE LAS CLARAS, KM. 3 POL. 216, PARC. 28;47400;MEDINA DEL CAMPO;VALLADOLID;
33220;NUESTRA HUERTINA;www.nuestrahuertina.com;POL. INDUSTRIAL DE VIDANES S/N;24950;VIDANES;LEON;
33401;DULCES GLORIA;www.dulcesgloria.es;PLAZA SAN ISIDRO 5  BAJO;09100;MELGAR DE FERNAMENTAL;BURGOS;
35752;EMBUTIDOS TRADICIONALES DE VILLARCAYO;;POL. INDUSTRIAL LAS MERINDADES AVDA. CASTILLA Y LEON 6;09550;VILLARCAYO;BURGOS;
36312;PANADERIA TIERRA LA REINA;www.tierralareina.com;CARRETERA BESANDE 17;24911;BOCA DE HUERGANO;LEON;
36773;ALIMENTOS DESHIDRATADOS ESPAÑOLES;www.natursnacks.es;CALLE ALDEANUEVA 10;47430;PEDRAJAS DE SAN ESTEBAN;VALLADOLID;
37091;ECOTERA HUEVOS ECOLOGICOS;www.ecotera.es/;CALLE SAN PEDRO 28;49330;MILLA DE TERA;ZAMORA;
38935;AHUMADOS ARTESANOS PERSER;https://www.ahumadosartesanosperser.es;CALLE ETREROS 1;40134;SANGARCIA;SEGOVIA;
39576;ALTOS DEL ENEBRO, S.L.;https://altosdelenebro.es;CALLE AVILA 14;9460;MILAGROS;BURGOS;
40215;RAIZ CUADRADA;https://cervezaraizcuadrada.com;POL. INDUSTRIAL LA PEGUERA 19;05110;BARRACO (EL);AVILA;AUTORIZADO
251;APERITIVOS DE AÑAVIEJA;www.anavieja.com;CARRETERA DE AÑAVIEJA KM. 0,3;42108;MURO;SORIA;
402;BODEGAS GIL LUNA;www.giluna.es;CARRETERA TORO-SALAMANCA KM. 2;49800;TORO;ZAMORA;
427;BODEGA REJADORADA;www.rejadorada.com;CARRETERA SAN ROMAN-MORALES DE TORO KM. 0,9;47530;SAN ROMAN DE HORNIJA;VALLADOLID;
507;BODEGAS FRANCISCO CASAS;www.bodegascasas.com;AVENIDA COMUNEROS 67;49810;MORALES DE TORO;ZAMORA;
621;BODEGAS FRUTOS ARAGON;www.frutosaragon.com;CALLE PARAJE DEL PORTILLO S/N;09300;ROA;BURGOS;
671;COMERCIALIZADORA DE VACUNO SELECTO AVILEÑO NEGRO IBERICO;www.carneavila.com;POL. INDUSTRIAL  LAS HERVENCIAS C/ RIO CEA 1;05004;AVILA;AVILA;
900;CHACINERIAS DIAZ;www.chacineriasdiaz.com;POL. INDUSTRIAL CASTELLANOS DE MORISCOS PARC. 505-506;37439;CASTELLANOS DE MORISCOS;SALAMANCA;
1086;DE LA FUENTE CUESTA, JUAN MARTIN;www.embutidosdepoza.com/;CARRETERA GAMONAL-POZA S/N;09520;POZA DE LA SAL;BURGOS;
1244;EMBUTIDOS LA HOGUERA;www.lahoguera.es;CALLE CARRERA MEDIANA 9;42174;SAN PEDRO MANRIQUE;SORIA;
1279;EMBUTIDOS Y JAMONES EL PERNIL;www.elpernil.es;POL. INDUSTRIAL CASTELLANOS MORISCOS 502;37439;CASTELLANOS DE MORISCOS;SALAMANCA;
1419;EMBUTIDOS PAJARIEL;www.pajariel.com;POL. INDUSTRIAL BIERZO ALTO, PARC. I- A2;24318;SAN ROMAN DE BEMBIBRE;LEON;
1507;FABRICA DE QUESOS GARCIA CALVO;www.quesosgarciacalvo.es;CALLE PRIMO DE RIVERA S/N;37258;VILVESTRE;SALAMANCA;
1756;AÑOJAL;www.salvadormartin.es;CALLE AMABLE CRIADO 32;37778;CAMPILLO DE SALVATIERRA;SALAMANCA;
1852;EMBUTIDOS PEREZ MALMIERCA;www.embutidosperezmalmierca.com;POL. INDUSTRIAL LAS VIÑAS NUEVO MILENIO PARC. 19;37500;CIUDAD-RODRIGO;SALAMANCA;
1912;JAMONES SANZ;www.jamonessanz.com;CALLE JOAQUIN COSTA 13-15;09240;BRIVIESCA;BURGOS;
1927;JAVIER SANZ VITICULTOR;www.bodegajaviersanz.com;CALLE SAN JUDAS 2;47491;SECA (LA);VALLADOLID;
2065;LEGUMER PRECOCINADOS;www.legumer.com;CALLE ROMPIDOS 1;37428;PAJARES DE LA LAGUNA;SALAMANCA;
2214;IBERICOS GUILLEN;www.ibericosguillen.com;CALLE CHINARRAL 23;37770;GUIJUELO;SALAMANCA;
2329;MELQUIADES RODRIGUEZ;www.melquiadesrodriguez.com;CARRETERA N-122 KM. 449,9;49530;CORESES;ZAMORA;
2373;BODEGAS MONTEBACO;www.bodegasmontebaco.com;CALLE FINCA MONTE ALTO;47359;VALBUENA DE DUERO;VALLADOLID;
2684;PIÑONES TERESA MATE;www.teresamate.es;CALLE LAS NORIAS 7-11;47430;PEDRAJAS DE SAN ESTEBAN;VALLADOLID;AUTORIZADO
2778;QUESO MUZIENTES;www.queseriademucientes.com;CARRETERA VILLALBA KM. 1;47194;MUCIENTES;VALLADOLID;
2783;QUESONCALA;www.quesoncala.com;CALLE BARRIO DE ARRIBA S/N;42172;ONCALA;SORIA;
3057;SELECCION DE PRODUCTOS LEONESES;www.legumbreslaasturiana.es;POL. INDUSTRIAL CISTIERNA PARC. 2 CTRA. N-625 KM. 56;24950;VIDANES;LEON;
6101;HORTICOLA DE LA MORAÑA BAJA;www.grupohormoba.com;CARRETERA NOHARRE MAGAZOS S/N;05216;NOHARRE;AVILA;
30500;TRADICION TIERRA DE AGREDA;www.tradiciontierradeagreda.com;POL. INDUSTRIAL VALDEMIES I PARC. 28;42100;AGREDA;SORIA;
32060;PASTELERIA JIBE;www.pasteleriajibe.com;CALLE BOSQUE 3  BAJO;37004;SALAMANCA;SALAMANCA;
32580;FUENTERRICO;;CALLE FERROCARRIL 35;37790;FUENTES DE BEJAR;SALAMANCA;
32585;SINALCOHOL;https://win-zero.com/;CARRETERA SAN BERNARDO S/N;47359;VALBUENA DE DUERO;VALLADOLID;
32723;QUESOS HIRCUS;www.quesoshircus.com;CARRETERA ZAMORA-CARBAJALES KM. 17;49162;PALACIOS DEL PAN;ZAMORA;
33060;NUFRI;www.nufri.com;CAMINO LA RASA S/N;42300;RASA (LA);SORIA;
33840;SOCIEDAD COOPERATIVA CAPRA HISPANICA;;CARRETERA DEL CASTRO CELTA S/N;05489;RASO (EL);AVILA;
35751;DEOVINO;www.deovino.es;POL. INDUSTRIAL PARQUE EMPRESARIAL DE TORDESILLAS C/ AVENA 2;47100;TORDESILLAS;VALLADOLID;
39735;MONASTERIO DE SANTA MARIA DE HUERTA;https://monasteriohuerta.org/;CALLE SAN BERNARDO 29;42260;SANTA MARIA DE HUERTA;SORIA;
